Volume,Weight,CO2,Car_BMW,Car_Fiat,Car_Ford,Car_Honda,Car_Hundai,Car_Hyundai,Car_Mazda,Car_Mercedes,Car_Mini,Car_Mitsubishi,Car_Opel,Car_Skoda,Car_Suzuki,Car_Toyoty,Car_VW,Car_Volvo,Model_216,Model_3,Model_5,Model_500,Model_A-Class,Model_A1,Model_A4,Model_A6,Model_Astra,Model_Aygo,Model_B-Max,Model_C-Class,Model_CLA,Model_Citigo,Model_Civic,Model_Cooper,Model_E-Class,Model_Fabia,Model_Fiesta,Model_Focus,Model_I20,Model_I30,Model_Insignia,Model_Mondeo,Model_Octavia,Model_Rapid,Model_S60,Model_SLK,Model_Space Star,Model_Swift,Model_Up!,Model_V70,Model_XC70,Model_Zafira
-1.5933664417543039,-2.1038925261412755,-0.4119253752149736,-0.3015113445777636,-0.16903085094570333,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.35355339059327373,-0.16903085094570333,5.916079783099617,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-1.0719010608165316,-0.5540723487161131,-0.9561203663246646,-0.3015113445777636,-0.16903085094570333,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,-0.16903085094570333,5.916079783099617,-0.3015113445777636,-0.35355339059327373,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,5.916079783099617,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-1.5933664417543039,-1.5216627838112822,-0.9561203663246646,-0.3015113445777636,-0.16903085094570333,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,2.82842712474619,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-1.85409913222319,-1.7897397874740129,-1.6363641052117783,-0.3015113445777636,5.916079783099617,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.35355339059327373,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-0.2897029894098734,-0.6378464123607165,0.40436711144956294,-0.3015113445777636,-0.16903085094570333,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,5.916079783099617,-0.16903085094570333,-0.3015113445777636,-0.35355339059327373,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.16903085094570333,-0.16903085094570333,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-1.5933664417543039,-1.5216627838112822,0.40436711144956294,-0.3015113445777636,-0.16903085094570333,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.35355339059327373,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-0.5504356798787594,-0.7676962110098516,-1.6363641052117783,-0.3015113445777636,-0.16903085094570333,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,2.82842712474619,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-0.2897029894098734,0.3046118036410715,-1.364266609656933,-0.3015113445777636,-0.16903085094570333,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,2.4899799195977463,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.35355339059327373,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-0.2897029894098734,-0.7551301014631612,-0.5479741229923963,-0.3015113445777636,-0.16903085094570333,2.4899799195977463,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.35355339059327373,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,4.123105625617661,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
-0.028970298940987276,-0.5959593805384148,-0.4119253752149736,-0.3015113445777636,-0.16903085094570333,-0.40160966445124935,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.40160966445124946,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.35355339059327373,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.3015113445777636,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,5.916079783099617,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.24253562503633297,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.16903085094570333,-0.1690308509457033
